appid,name,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,price,categories,ratings,owners_average,MutualPlayerCount,single_player,multi_player,genre_Action,genre_Adventure,genre_Animation & Modeling,genre_Casual,genre_Design & Illustration,genre_Early Access,genre_Education,genre_Free to Play,genre_Game Development,genre_Gore,genre_Indie,genre_Massively Multiplayer,genre_Movie,genre_Nudity,genre_RPG,genre_Racing,genre_Sexual Content,genre_Simulation,genre_Sports,genre_Strategy,genre_Utilities,genre_Violent,genre_Web Publishing,categories_list,Single_Player,Multi_Player
489380,QuiVr,0,0,0,0,0,"Action, Casual, Indie, Simulation",19.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, SteamVR Collectibles, Family Sharing",0.7807525409490683,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Tracked Controller Support', 'VR Only', 'SteamVR Collectibles', 'Family Sharing']",1,1
963000,Frog Detective 1: The Haunted Island,264,0,460,0,2,"Adventure, Casual, Indie",4.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7976141207238632,150000.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
963000,Frog Detective 1: The Haunted Island,264,0,460,0,2,"Adventure, Casual, Indie",4.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7976141207238632,150000.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
963000,Frog Detective 1: The Haunted Island,264,0,460,0,2,"Adventure, Casual, Indie",4.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7976141207238632,150000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
485380,Welcome to the Game,224,0,98,0,7,"Indie, Simulation",4.99,"Single-player, Family Sharing",0.7840003648895442,150000.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Family Sharing']",1,0
485380,Welcome to the Game,224,0,98,0,7,"Indie, Simulation",4.99,"Single-player, Family Sharing",0.7840003648895442,150000.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Family Sharing']",1,0
2440510,Forza Motorsport,1993,0,1993,0,553,Racing,69.99,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.7146105427515093,350000.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",1,1
619780,The Swords of Ditto: Mormo's Curse,307,0,420,0,4,"Action, Adventure, Indie, RPG",14.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.7680330561360852,350000.0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
619780,The Swords of Ditto: Mormo's Curse,307,0,420,0,4,"Action, Adventure, Indie, RPG",14.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.7680330561360852,350000.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
619780,The Swords of Ditto: Mormo's Curse,307,0,420,0,4,"Action, Adventure, Indie, RPG",14.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.7680330561360852,350000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
619780,The Swords of Ditto: Mormo's Curse,307,0,420,0,4,"Action, Adventure, Indie, RPG",14.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.7680330561360852,350000.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",1,1
1694600,THE HOUSE OF THE DEAD: Remake,49,0,63,0,6,Action,24.99,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",0.7732168035525179,150000.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",1,1
1112400,Project Torque - Free 2 Play MMO Racing Game,27,0,25,0,28,"Free to Play, Massively Multiplayer, Racing",0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",0.7760184916850653,750000.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases', 'Partial Controller Support']",1,1
1112400,Project Torque - Free 2 Play MMO Racing Game,27,0,25,0,28,"Free to Play, Massively Multiplayer, Racing",0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",0.7760184916850653,750000.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases', 'Partial Controller Support']",1,1
1112400,Project Torque - Free 2 Play MMO Racing Game,27,0,25,0,28,"Free to Play, Massively Multiplayer, Racing",0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",0.7760184916850653,750000.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases', 'Partial Controller Support']",1,1
502800,SENRAN KAGURA ESTIVAL VERSUS,605,0,251,0,31,Action,29.99,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.8035085866823014,350000.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",1,1
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
448750,Infinity Saga,0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",2.99,"Single-player, Steam Trading Cards, Family Sharing",0.7787023247081467,35000.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Steam Trading Cards', 'Family Sharing']",1,0
464940,Sketchfab VR,5,0,10,0,0,Adventure,0.0,"Single-player, Tracked Controller Support, VR Only",0.7786411205929845,10000.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Tracked Controller Support', 'VR Only']",1,0
485260,Talent Not Included,0,0,0,0,0,"Action, Indie",12.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0.7789207862049617,10000.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",1,1
485260,Talent Not Included,0,0,0,0,0,"Action, Indie",12.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0.7789207862049617,10000.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",1,1
783120,淑女同萌！,0,0,0,0,4,Adventure,29.99,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.7835061359400961,35000.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",1,0
882940,The Moment We Met,1,0,1,0,0,"Adventure, RPG, Simulation",1.99,"Single-player, Family Sharing",0.777384398391,75000.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Family Sharing']",1,0
882940,The Moment We Met,1,0,1,0,0,"Adventure, RPG, Simulation",1.99,"Single-player, Family Sharing",0.777384398391,75000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Family Sharing']",1,0
882940,The Moment We Met,1,0,1,0,0,"Adventure, RPG, Simulation",1.99,"Single-player, Family Sharing",0.777384398391,75000.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Family Sharing']",1,0
990050,Death end re;Quest,734,0,815,0,7,"Action, Adventure, RPG",29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7787597881023371,75000.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
990050,Death end re;Quest,734,0,815,0,7,"Action, Adventure, RPG",29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7787597881023371,75000.0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
990050,Death end re;Quest,734,0,815,0,7,"Action, Adventure, RPG",29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7787597881023371,75000.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1,0
1454890,Titanfall­,1,0,1,0,1,Action,0.0,"Multi-player, PvP, Online PvP, Full controller support, Steam Trading Cards",0.7550295632098507,150000.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'Steam Trading Cards']",0,1
704190,Bitcoin Collector,3,0,3,0,0,"Action, Adventure, Casual, Indie",1.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7777288524625623,10000.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
704190,Bitcoin Collector,3,0,3,0,0,"Action, Adventure, Casual, Indie",1.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7777288524625623,10000.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
704190,Bitcoin Collector,3,0,3,0,0,"Action, Adventure, Casual, Indie",1.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7777288524625623,10000.0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
704190,Bitcoin Collector,3,0,3,0,0,"Action, Adventure, Casual, Indie",1.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.7777288524625623,10000.0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",1,0
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
715310,Urban Rivals,4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.7761911328482682,150000.0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",1,1
719640,War Planet Online: Global Conquest,30,0,45,0,297,"Massively Multiplayer, Strategy, Free to Play",0.0,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud",0.7749182162763684,350000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']",0,1
719640,War Planet Online: Global Conquest,30,0,45,0,297,"Massively Multiplayer, Strategy, Free to Play",0.0,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud",0.7749182162763684,350000.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']",0,1
719640,War Planet Online: Global Conquest,30,0,45,0,297,"Massively Multiplayer, Strategy, Free to Play",0.0,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud",0.7749182162763684,350000.0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']",0,1
726390,Scream Collector,152,0,188,0,18,"Casual, Free to Play",0.0,"Single-player, Steam Achievements, In-App Purchases",0.7809758513296137,150000.0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'In-App Purchases']",1,0
726390,Scream Collector,152,0,188,0,18,"Casual, Free to Play",0.0,"Single-player, Steam Achievements, In-App Purchases",0.7809758513296137,150000.0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'In-App Purchases']",1,0
727540,ReX,252,0,252,0,0,"Action, Adventure, Casual, Indie",13.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.7790274740412291,10000.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",1,0
727540,ReX,252,0,252,0,0,"Action, Adventure, Casual, Indie",13.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.7790274740412291,10000.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",1,0
727540,ReX,252,0,252,0,0,"Action, Adventure, Casual, Indie",13.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.7790274740412291,10000.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",1,0
727540,ReX,252,0,252,0,0,"Action, Adventure, Casual, Indie",13.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.7790274740412291,10000.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",1,0
741450,Immortal Heroes,1,0,1,0,0,"Adventure, Casual, Indie",0.99,"Single-player, Steam Achievements, Family Sharing",0.7771716694669375,35000.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
741450,Immortal Heroes,1,0,1,0,0,"Adventure, Casual, Indie",0.99,"Single-player, Steam Achievements, Family Sharing",0.7771716694669375,35000.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
741450,Immortal Heroes,1,0,1,0,0,"Adventure, Casual, Indie",0.99,"Single-player, Steam Achievements, Family Sharing",0.7771716694669375,35000.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
745710,SMACKHEAD,1,0,1,0,0,"Action, Casual, Indie, Simulation",0.99,"Single-player, Steam Achievements, Family Sharing",0.7775856233966983,10000.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
745710,SMACKHEAD,1,0,1,0,0,"Action, Casual, Indie, Simulation",0.99,"Single-player, Steam Achievements, Family Sharing",0.7775856233966983,10000.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
745710,SMACKHEAD,1,0,1,0,0,"Action, Casual, Indie, Simulation",0.99,"Single-player, Steam Achievements, Family Sharing",0.7775856233966983,10000.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
745710,SMACKHEAD,1,0,1,0,0,"Action, Casual, Indie, Simulation",0.99,"Single-player, Steam Achievements, Family Sharing",0.7775856233966983,10000.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Family Sharing']",1,0
749340,Chocolate makes you happy,0,0,0,0,0,"Casual, Indie",1.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.7786720495814556,10000.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",1,0
749340,Chocolate makes you happy,0,0,0,0,0,"Casual, Indie",1.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.7786720495814556,10000.0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",1,0
758980,Poker Legends: Texas Hold'em Poker Tournaments,52,0,102,0,28,"Casual, Free to Play, Indie, Massively Multiplayer, Simulation",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Stats, Steam Leaderboards",0.7785466029911557,150000.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Leaderboards']",1,1
758980,Poker Legends: Texas Hold'em Poker Tournaments,52,0,102,0,28,"Casual, Free to Play, Indie, Massively Multiplayer, Simulation",0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Stats, Steam Leaderboards",0.7785466029911557,150000.0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Leaderboards']",1,1
